library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,51,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,52,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,60,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,61,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,69,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,70,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,74,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._get_accuracy,mia._get_accuracy,81,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._get_accuracy,mia._get_accuracy,82,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._get_accuracy,mia._get_accuracy,84,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.TrainedAttacker,models.TrainedAttacker,13,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.LogisticRegressionAttacker,models.LogisticRegressionAttacker,18,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,22,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,24,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,29,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,34,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,45,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,50,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/models_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,24,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,25,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,27,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,33,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,34,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,36,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,41,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,43,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,49,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,51,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,57,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,59,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,65,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,72,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,75,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,76,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,88,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,89,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,104,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,105,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,131,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,134,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,135,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,147,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,148,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,163,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,164,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/privacy_report_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,log_loss,36,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/tf_estimator_evaluation.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,102,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/tf_estimator_evaluation.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
