library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,174,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/models_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,201,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/models_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,270,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/models_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,BoltOn,338,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/models_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,374,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/models_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,460,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/models_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.models.BoltOnModel,models.BoltOnModel,527,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/models_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,204,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,263,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,298,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,333,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,361,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,414,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,454,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,491,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,510,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.GammaBetaDecreasingStep,opt.GammaBetaDecreasingStep,530,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.bolt_on.optimizers.GammaBetaDecreasingStep,opt.GammaBetaDecreasingStep,557,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/bolt_on/optimizers_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,24,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,26,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,36,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,38,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,51,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,53,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,70,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,72,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,86,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,97,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,112,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,114,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,125,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,127,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,142,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,144,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/gaussian_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,20,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,27,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,29,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,32,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,37,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,44,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,46,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,49,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,54,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,61,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,63,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,66,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,78,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,80,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,82,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,85,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,91,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,101,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,103,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,105,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,110,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,128,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,128,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,137,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,141,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,156,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,161,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,22,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/normalized_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.normalized_query.NormalizedQuery,normalized_query.NormalizedQuery,24,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/normalized_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,27,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/normalized_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,22,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,23,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,33,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,46,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,47,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,58,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,60,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,77,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,85,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,27,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,43,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,51,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,61,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,81,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,89,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,100,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,111,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,122,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,144,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,156,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,180,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,192,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,214,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,226,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,250,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,270,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,282,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,303,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,316,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,330,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,339,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,345,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,357,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,91,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,196,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,27,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,35,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,69,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,101,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,131,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,163,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,195,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,232,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,240,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,20,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,41,data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
