library,function,line,file,logging_type
absl.logging.info,logging.info,277,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\training_loop.py,Python logging
absl.logging.info,logging.info,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,92,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,115,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.info,logging.info,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.info,logging.info,131,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.error,logging.error,250,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.warning,logging.warning,340,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.info,logging.info,41,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\task_utils.py,Python logging
absl.logging.info,logging.info,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\task_utils.py,Python logging
absl.logging.info,logging.info,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\training_utils.py,Python logging
absl.logging.info,logging.info,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\training_utils.py,Python logging
absl.logging.info,logging.info,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\training_utils.py,Python logging
absl.logging.info,logging.info,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\dp_ftrl\utils\training_utils.py,Python logging
absl.logging.info,logging.info,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_federated.py,Python logging
absl.logging.info,logging.info,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_federated.py,Python logging
absl.logging.info,logging.info,223,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_stackoverflow_with_secrets.py,Python logging
absl.logging.info,logging.info,225,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\run_stackoverflow_with_secrets.py,Python logging
absl.logging.info,logging.info,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,92,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,115,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\lars_test.py,Python logging
absl.logging.info,logging.info,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.info,logging.info,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.info,logging.info,131,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.error,logging.error,250,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.warning,logging.warning,340,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\optimizers\optimizer_utils.py,Python logging
absl.logging.info,logging.info,41,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\task_utils.py,Python logging
absl.logging.info,logging.info,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\task_utils.py,Python logging
absl.logging.info,logging.info,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\training_utils.py,Python logging
absl.logging.info,logging.info,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\training_utils.py,Python logging
absl.logging.info,logging.info,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\training_utils.py,Python logging
absl.logging.info,logging.info,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\DP_LAC\utils\training_utils.py,Python logging
torch.utils.tensorboard.SummaryWriter,SummaryWriter,342,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\FDP\code\main.py,TensorBoard
tensorboardX.SummaryWriter,SummaryWriter,23,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\NigeloYang\federated_learning_differential_privacy\Federated_Learning\paper_model\FedAvg\pytorch\federated_main.py,TensorBoard
wandb.log,wandb.log,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
wandb.Image,wandb.Image,71,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
wandb.log,wandb.log,132,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
wandb.Image,wandb.Image,132,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
wandb.log_artifact,wandb.log_artifact,138,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
wandb.log_artifact,wandb.log_artifact,139,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
wandb.log_artifact,wandb.log_artifact,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
wandb.log,wandb.log,143,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ocelotconsulting\customer_segmentation\src\segment.py,Weights & Biases
logging.warning,logging.warning,196,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\numerical.py,Python logging
logging.warning,logging.warning,227,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\numerical.py,Python logging
logging.info,logging.info,881,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\run_classification.py,Python logging
logging.warning,logging.warning,123,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\spectrum\geometric_median_example.py,Python logging
logging.warning,logging.warning,138,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\spectrum\geometric_median_example.py,Python logging
logging.warning,logging.warning,103,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\spectrum\spectrum_utils.py,Python logging
logging.warning,logging.warning,107,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\spectrum\spectrum_utils.py,Python logging
logging.warning,logging.warning,108,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\spectrum\spectrum_utils.py,Python logging
logging.warning,logging.warning,137,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\spectrum\spectrum_utils.py,Python logging
logging.warning,logging.warning,138,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\parkbeomsik\opacus-fusion\examples\train_bert\classification\spectrum\spectrum_utils.py,Python logging
logging.warning,logging.warning,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\plotly\dash-sample-apps-archive\apps\dash-daq-iv-tracer\dash_daq_drivers\communication_utils.py,Python logging
logging.info,logging.info,92,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_activation_main.py,Python logging
logging.info,logging.info,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_activation_main.py,Python logging
logging.info,logging.info,128,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,130,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,195,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,197,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,221,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,223,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,268,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,288,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,337,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.info,logging.info,356,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\psr6275\HEDL_inference\codes\crypten_utils.py,Python logging
logging.error,logging.error,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\qemtek\football_trading\packages\football_trading\football_trading\src\utils\s3_tools.py,Python logging
logging.error,logging.error,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\qemtek\football_trading\packages\football_trading\football_trading\src\utils\s3_tools.py,Python logging
tensorflow.compat.v1.python.platform.tf_logging.warning,logging.warning,227,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\losses.py,Python logging
absl.logging.info,logging.info,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,Python logging
absl.logging.info,logging.info,189,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,Python logging
absl.logging.info,logging.info,211,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,Python logging
absl.logging.info,logging.info,221,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,Python logging
absl.logging.info,logging.info,431,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,Python logging
absl.logging.info,logging.info,464,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\membership_inference_attack\membership_inference_attack.py,Python logging
absl.logging.warning,logging.warning,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer.py,Python logging
absl.logging.warning,logging.warning,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\optimizers\dp_optimizer_vectorized.py,Python logging
absl.logging.info,logging.info,108,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tutorials\mnist_dpsgd_tutorial.py,Python logging
absl.logging.info,logging.info,128,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\riku1212\dp-tsc-baseline\privacy\tutorials\mnist_dpsgd_tutorial_tpu.py,Python logging
logging.info,logging.info,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\rsmtool\doc\add_dash_anchors.py,Python logging
utils.logging.tqdm_joblib,tqdm_joblib,129,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\rsmtool\rsmtool\rsmxval.py,Python logging
logging.warning,logging.warning,122,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\rsmtool\rsmtool\utils\cross_validation.py,Python logging
logging.error,logging.error,16,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.error,logging.error,28,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.error,logging.error,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.error,logging.error,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.error,logging.error,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.error,logging.error,78,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.error,logging.error,91,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.error,logging.error,109,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\app\api\controllers\ingestion\data_ingestion_controller.py,Python logging
logging.info,logging.info,17,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\data_augmentation\commands_handler.py,Python logging
logging.info,logging.info,10,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\data_augmentation\data_augmentation_executor.py,Python logging
logging.info,logging.info,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\data_combination\commands_handler.py,Python logging
logging.info,logging.info,23,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\data_combination\commands_handler.py,Python logging
logging.info,logging.info,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\data_ingestion\whr_data_ingestion.py,Python logging
logging.info,logging.info,31,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\data_ingestion\whr_data_ingestion.py,Python logging
logging.info,logging.info,17,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\data_preparation\commands_handler.py,Python logging
logging.info,logging.info,10,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\environment\env_configuration.py,Python logging
logging.info,logging.info,23,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\environment\env_configuration.py,Python logging
logging.info,logging.info,17,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\feature_engineering\commands_handler.py,Python logging
logging.info,logging.info,31,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\SalatielBairros\world-happiness-report\services\classification_model_evaluation_service.py,Python logging
torch.utils.tensorboard.SummaryWriter,SummaryWriter,100,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\samkam777\pFed\m_opacus\utils\stats.py,TensorBoard
torch.utils.tensorboard.SummaryWriter,SummaryWriter,100,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\samkam777\pFedAtt\m_opacus\utils\stats.py,TensorBoard
absl.logging.warning,logging.warning,40,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\sanixa\DP-CGAN-custiom\dpcgan_acc.py,Python logging
logging.info,logging.info,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\senane\ADELPHI\keras_pooled_mlp.py,Python logging
logging.info,logging.info,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\senane\ADELPHI\keras_pooled_mlp.py,Python logging
mlflow.log_param,log_param,112,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,163,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,165,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,167,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,168,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,169,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,218,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,219,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,220,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_metric,log_metric,268,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_metric,log_metric,271,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_metric,log_metric,339,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_metric,log_metric,340,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622.py,MLflow
mlflow.log_param,log_param,170,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,171,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,172,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,173,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,174,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,175,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,176,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,227,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,228,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_metric,log_metric,277,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_metric,log_metric,280,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_metric,log_metric,355,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_metric,log_metric,356,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\project_622_semeval.py,MLflow
mlflow.log_param,log_param,136,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\test.py,MLflow
mlflow.log_param,log_param,137,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\test.py,MLflow
mlflow.log_param,log_param,138,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\test.py,MLflow
mlflow.log_param,log_param,139,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\test.py,MLflow
mlflow.log_param,log_param,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\simpleParadox\Private-RE\test.py,MLflow
